3879.0852,4513.2017,4871.0776,5120.9146,5242.5659,5318.9536,5356.9614,5389.7676,5410.5195,5407.7207,5412.0542,5411.9302,5414.4185,5404.8062,5409.5503,5408.6978,5414.7827,5411.4341,5421.4185,5426.5894,5430.6665,5440.6279,5446.8447,5459.5039,5471.2324,5486.1938,5501.3179,5513.4883,5509.2324,5501.3101,5500.0854,5503.6436,5506.1860,5511.8525,5517.7285,5519.9146,5530.2637,5536.1084,5543.9614,5551.6279,5554.3335,5552.7598,5555.0464,5556.8916,5558.8062,5559.3413,5556.1782,5560.7134,5565.8140,5563.4106,5576.9766,5594.1318,5576.7827,5562.4497,5554.4653,5539.7827,5522.3257,5506.9224,5478.3877,5447.8062,5415.0386,5382.5503,5380.4727,5316.3257,5278.5039,5246.1475,5229.8062,5231.7134,5185.6587,5173.1553,5147.9146,5122.4263,5097.1782,5084.0386,5064.7905,5056.0078,5054.5347,5046.9688,5046.1318,5053.7285,5063.1782,5092.2715,5090.6436,5114.1938,5122.5581,5138.7285,5145.7754,5156.0933,5164.9922,5170.0312,5170.6899,5172.2559,5177.4497,5210.4497,5195.2246,5197.8838,5189.0698,5198.2480,5196.7676,5206.0464,5193.9922,5208.6821,5201.2637,5201.8838,5193.3486,5212.7676,5207.2637,5195.5347,5179.8682,5172.7285,5155.0776,5139.8140,5117.6279,5093.3101,5060.1553,5020.5737,4985.6514,4947.9688,4918.5117,4882.0386,4844.0234,4820.5273,4779.7207,4757.6978,4725.8760,4677.4575,4667.4497,4642.7676,4597.8838,4572.7363,4516.9536,4458.5967,4381.3564,4308.7983,4227.2637,4129.1860,4062.4883,3987.5581,3905.2947,3854.4109,3799.1318,3749.6511,3698.7908,3678.5737,3639.6667,3641.7983,3623.6433,3617.4961,3600.1396,3597.6201,3589.3721,3582.4729,3562.8838,3553.0310,3568.8760,3574.9690,3579.4883,3593.6743,3591.2402,3596.9768,3603.8450,3600.0388,3608.6978,3630.1162,3640.3799,3662.8838,3666.8293,3678.9380,3685.1938,3699.1240,3681.8528,3692.6589,3700.7983,3705.0232,3716.8218,3716.3953,3716.9922,3715.5581,3703.2712,3716.6201,3726.2170,3722.3179,3723.6743,3723.2480,3719.0698,3713.1396,3708.2249,3720.4807,3736.5193,3754.4961,3762.0776,3777.1086,3777.8218,3776.2480,3776.2480,3788.4807,3807.4263,3814.1707,3813.5813,3823.0000,3821.7520,3821.1628,3806.4729,3796.0776,3795.8062,3796.4807,3780.4883,3757.1008,3736.2017,3714.2017,3695.2637,3676.8914,3667.8450,3656.0078,3630.4961,3589.4263,3542.2402,3484.2092,3413.7908,3372.4263,3282.7908,3221.0542,3211.2712,3204.8838
4004.2930,4570.2358,4933.3887,5176.3633,5286.2676,5362.5923,5409.8154,5410.0571,5439.7324,5435.0063,5436.6240,5428.7197,5425.8154,5419.7900,5415.2676,5409.9556,5421.9043,5423.0571,5429.5669,5428.3823,5431.3823,5440.5288,5445.1401,5447.7197,5457.5098,5465.6050,5472.4585,5475.8472,5485.6943,5490.1719,5490.6304,5496.7705,5506.7197,5509.0571,5520.9429,5535.3311,5547.0127,5558.6050,5568.4458,5564.9302,5555.5796,5544.9233,5551.6240,5557.2739,5557.9810,5560.7642,5556.2100,5553.6880,5554.3760,5554.3696,5550.5986,5548.7007,5543.0571,5539.2993,5531.1274,5519.3564,5495.4268,5472.7642,5449.8281,5436.3760,5401.5161,5340.7578,5301.1973,5260.6240,5222.3311,5187.6880,5156.0381,5132.1274,5103.3247,5080.0635,5062.0000,5037.3564,5012.2739,4996.1592,4973.9810,4972.3633,4985.9302,4960.1655,4957.4585,4965.5732,4973.1719,4992.8472,4998.6240,5010.5923,5016.9106,5040.1084,5045.9429,5061.9746,5065.1147,5077.3633,5088.8726,5102.7261,5098.5225,5102.8916,5099.9873,5108.4648,5110.6436,5101.5796,5103.4395,5105.0698,5108.7642,5113.6367,5117.0635,5113.1592,5124.8979,5122.0000,5108.7578,5098.4141,5090.6177,5074.4712,5054.5161,5037.2485,5005.0000,4983.3501,4943.9492,4914.3950,4853.2036,4825.5288,4779.6943,4743.7451,4704.3057,4670.2676,4635.8408,4603.0317,4572.8091,4544.8408,4515.5161,4480.8091,4433.3823,4390.6113,4325.2036,4270.2036,4173.0957,4081.7898,3981.8535,3888.3250,3789.2356,3710.1401,3621.3950,3539.8982,3492.6370,3437.9553,3389.7134,3363.2166,3344.5222,3325.1147,3304.8982,3301.3057,3289.6370,3270.4395,3258.0891,3262.2676,3266.8535,3260.3440,3266.2356,3270.8152,3277.3884,3284.7708,3285.7961,3285.9109,3293.8726,3323.5796,3333.1528,3347.4841,3361.5222,3380.6433,3388.7708,3407.4968,3418.1848,3409.4521,3413.8025,3433.8916,3443.8599,3450.4204,3452.2803,3463.0383,3463.8982,3464.3884,3452.8789,3447.2676,3458.4204,3475.3821,3470.2356,3483.8599,3476.1719,3476.0701,3486.5159,3499.5349,3492.2166,3495.2612,3509.0317,3533.0510,3543.2166,3563.7898,3575.0510,3592.0127,3591.8345,3590.8599,3590.7644,3587.7134,3594.9426,3609.2930,3608.2102,3602.9617,3594.3184,3575.9045,3561.0190,3534.5032,3499.7834,3489.9426,3489.5479,3478.2356,3460.2102,3437.6560,3419.2166,3383.0190,3330.6880,3286.1147,3236.2612,3171.5859,3126.0317,3076.7644,3010.4778,2980.9045
3887.6514,4456.8813,4810.2827,4994.5327,5110.5527,5182.4146,5223.4341,5230.9937,5248.9077,5249.5527,5247.7959,5247.7437,5240.0396,5229.7041,5227.0327,5223.1187,5228.0659,5228.6118,5240.0723,5240.3027,5239.4604,5241.7896,5251.0327,5259.0791,5267.4868,5269.0459,5278.0659,5282.9541,5287.1709,5287.7173,5289.5591,5298.8813,5306.8423,5312.8945,5323.4341,5323.3486,5325.4209,5331.4473,5337.1777,5339.9277,5341.4409,5342.7695,5341.9341,5345.6709,5358.0527,5374.2305,5385.2632,5386.5527,5382.5986,5366.7041,5353.4937,5351.1445,5342.0986,5340.7632,5328.9209,5314.2695,5299.4937,5279.8027,5250.7563,5215.9473,5180.9937,5142.7500,5097.4805,5056.4209,5022.3354,4987.6709,4960.0659,4937.3091,4924.0986,4916.5132,4880.5791,4844.3945,4825.5063,4805.6313,4783.8687,4772.9341,4766.0195,4767.7563,4764.1841,4767.7500,4773.1382,4782.1250,4793.1445,4807.1973,4819.5591,4837.3813,4849.8423,4892.0264,4874.4473,4879.8687,4886.0527,4892.8945,4885.7632,4895.6445,4895.0132,4895.2500,4894.6841,4901.4473,4894.2695,4897.9209,4902.7764,4905.1841,4903.3486,4917.7563,4909.5264,4910.1313,4902.1187,4884.9409,4873.5791,4868.4937,4848.2632,4827.8354,4800.5264,4774.7305,4734.5723,4709.8354,4668.7563,4624.1187,4580.6250,4550.3555,4497.2437,4475.6445,4428.5923,4408.6646,4367.9604,4351.7500,4312.8882,4290.8223,4256.4673,4208.9673,4145.0591,4057.1448,3989.4211,3902.5066,3819.9146,3743.8354,3648.6711,3578.9473,3488.5132,3441.3552,3378.9736,3343.2368,3299.1973,3269.5066,3223.0527,3213.4670,3214.5723,3199.9934,3188.9014,3182.3093,3179.0264,3177.7170,3171.7368,3173.5854,3167.1711,3177.6118,3160.2170,3170.0723,3182.9539,3195.4277,3198.9211,3211.8486,3226.9604,3237.2170,3243.4934,3263.6973,3269.7830,3287.5789,3282.4868,3287.4343,3292.5789,3305.5264,3308.6711,3315.1514,3302.4539,3321.0330,3318.8948,3327.7632,3330.6448,3318.1184,3321.6711,3308.4211,3309.4407,3328.5330,3323.6843,3335.3289,3340.6118,3350.6843,3356.1514,3366.7170,3374.2302,3376.2236,3383.1382,3390.9670,3396.5527,3417.1711,3422.7434,3430.4343,3438.7566,3439.2104,3433.6646,3435.4146,3426.3486,3418.5066,3403.6118,3391.7039,3380.4473,3373.3289,3359.3289,3351.3027,3340.9277,3317.6052,3302.4211,3288.2698,3244.3618,3199.5000,3175.3684,3136.9934,3093.6250,3055.1711,3013.6907,2936.7698,2859.6448,2849.9802
3850.5034,4406.5640,4732.9868,4931.3691,5059.1411,5125.8525,5170.5371,5188.8457,5194.5034,5200.8052,5203.9531,5196.7246,5199.9331,5189.8794,5194.7783,5194.4429,5188.6978,5196.0400,5199.0132,5200.3960,5204.8120,5210.4966,5221.0132,5220.0000,5235.0400,5240.2617,5241.6846,5245.3691,5253.5435,5255.4766,5262.1206,5272.6914,5276.8120,5277.9126,5284.2280,5289.1143,5297.4697,5307.9194,5311.8120,5308.3354,5311.7515,5313.1948,5310.7114,5315.3823,5316.9331,5318.1880,5318.8052,5317.3354,5321.0400,5323.0068,5317.6646,5316.4497,5310.0669,5315.8726,5313.0605,5307.3154,5299.3086,5279.1206,5244.0337,5199.5234,5165.8589,5133.2012,5095.5034,5063.5034,5026.5972,4995.4160,4967.4966,4944.6777,4917.4297,4893.2080,4869.8857,4850.3354,4823.3823,4811.7852,4797.3354,4784.6846,4772.0806,4769.7720,4772.7720,4778.0669,4788.8457,4817.5435,4810.6445,4829.5166,4842.0874,4851.9395,4861.7651,4876.7720,4878.6377,4892.4028,4886.4966,4900.0537,4895.8188,4897.7046,4899.9062,4899.4565,4895.0605,4903.9868,4901.2349,4899.9463,4903.7783,4942.8726,4914.6040,4916.2686,4906.1006,4909.3555,4899.6177,4888.7783,4868.2080,4866.1206,4848.8052,4836.8389,4811.6709,4782.2080,4750.0269,4716.5972,4680.9395,4649.2754,4601.7383,4556.9331,4521.6914,4497.0337,4457.7114,4432.5371,4393.9868,4380.3623,4341.8120,4320.6777,4278.6377,4238.8120,4181.7783,4121.6177,4049.1543,3962.9329,3876.5974,3795.2014,3681.1946,3612.1274,3558.7583,3488.8054,3428.8726,3386.4094,3343.2417,3313.7180,3292.9329,3281.4363,3267.7314,3261.5437,3235.2686,3230.5503,3230.0603,3220.3289,3194.5303,3195.4832,3210.4631,3216.5571,3216.2954,3229.1006,3233.7449,3244.1074,3245.5168,3257.8792,3258.0872,3272.9263,3285.5771,3309.0737,3319.8657,3315.1343,3318.6846,3330.4429,3346.3892,3352.9866,3363.7314,3363.9866,3366.5906,3371.8994,3372.5771,3375.6711,3377.7249,3385.4631,3386.9194,3383.0940,3372.3088,3369.8188,3367.7517,3375.6108,3386.9531,3402.7114,3410.9060,3415.8523,3421.4900,3436.8994,3447.3757,3452.6309,3468.3489,3480.6108,3472.7651,3474.8457,3473.5706,3475.6443,3483.2080,3484.1611,3485.1543,3481.8188,3472.1543,3458.9731,3447.7383,3440.2686,3421.3223,3403.5503,3389.4631,3371.9463,3355.5706,3324.1343,3289.1208,3258.3020,3216.0066,3179.9463,3145.0537,3107.7786,3090.0537,3008.2283,2918.6646,2896.7852
3808.5249,4371.3687,4695.2056,4906.3477,5033.6172,5109.6382,5151.2622,5159.4326,5179.1416,5178.8726,5183.0498,5175.0000,5179.3545,5171.8867,5169.5249,5167.3193,5171.1987,5171.5249,5174.0215,5172.7871,5189.9150,5186.7803,5191.9858,5198.6313,5205.4609,5212.0142,5217.3335,5223.6665,5233.7446,5237.3052,5243.4966,5246.7446,5253.0425,5255.3828,5261.1846,5262.8584,5264.0073,5267.3545,5273.8228,5279.5601,5279.1562,5279.1206,5283.6597,5282.1348,5283.2339,5290.7163,5294.4893,5293.9077,5293.4399,5297.6313,5288.1489,5284.0215,5281.7520,5276.2695,5265.0283,5249.7803,5234.2412,5215.5747,5191.6807,5164.8867,5126.1846,5092.4541,5051.4326,5016.2129,4979.2480,4949.3618,4918.0923,4908.9077,4907.2480,4892.9858,4869.6807,4836.4751,4799.9219,4786.6948,4772.8726,4759.0566,4745.8584,4749.9502,4747.9927,4755.5249,4749.8867,4764.0991,4773.9219,4787.2339,4794.9434,4810.5176,4819.5674,4828.9502,4833.7163,4843.5249,4846.6597,4854.1064,4854.8296,4858.6382,4860.1206,4854.0000,4858.3052,4856.4541,4886.9785,4873.4751,4870.2910,4874.0850,4873.6313,4875.6880,4864.3120,4866.0000,4855.8228,4854.3262,4838.1064,4822.4111,4803.5459,4792.8867,4765.9644,4743.9502,4707.6240,4674.2554,4640.1914,4610.9150,4570.4399,4535.4043,4497.4683,4472.9785,4414.8867,4397.8511,4365.2695,4347.3477,4321.6807,4290.2129,4255.2979,4215.8652,4158.3120,4099.5674,4026.4114,3940.1064,3849.8582,3771.1914,3698.8723,3620.4822,3548.4822,3489.1560,3436.0283,3401.2695,3354.3262,3334.1702,3290.0496,3263.5532,3248.7729,3258.6455,3245.2766,3241.8723,3231.0354,3220.4963,3214.0496,3220.8582,3223.2200,3225.5815,3233.2483,3254.5532,3249.3972,3255.7163,3262.0637,3279.6597,3281.5037,3305.3545,3305.0212,3311.5603,3313.5815,3322.3689,3339.4397,3352.1348,3355.4397,3366.9077,3365.8228,3380.1702,3373.7446,3369.5320,3376.2200,3389.5037,3388.0496,3400.8228,3398.6240,3398.0852,3389.3191,3389.7305,3391.2271,3394.2979,3385.0071,3384.8440,3392.2200,3408.8369,3417.8298,3429.1348,3442.7874,3454.2979,3459.3120,3467.3618,3477.8228,3479.1631,3477.1914,3486.1843,3487.7375,3486.7588,3477.9363,3476.8865,3471.6311,3457.4326,3436.1985,3421.1702,3408.5674,3381.7944,3377.2126,3362.9504,3339.7729,3318.5391,3297.0496,3257.4255,3222.1914,3195.9646,3146.3191,3114.5461,3083.0212,3003.7446,2922.4751,2902.3972
3579.3076,4081.4614,4398.4810,4578.5898,4695.6602,4750.7241,4801.3716,4811.3140,4812.5771,4815.3203,4822.8652,4808.6152,4803.2178,4798.1987,4800.2310,4789.8784,4794.3013,4801.7051,4806.1475,4802.6089,4809.6089,4816.4360,4819.7627,4822.9741,4833.4551,4833.4424,4842.0835,4849.8398,4859.4873,4861.8784,4871.9678,4876.0962,4880.2310,4875.3203,4878.1152,4887.5771,4892.8335,4896.0962,4902.4360,4909.2759,4913.2627,4917.3975,4918.8975,4918.8716,4917.1797,4917.8335,4919.3140,4917.1924,4920.6411,4919.7373,4913.0322,4913.9741,4907.3076,4899.2822,4890.8203,4881.3589,4860.2759,4842.2563,4820.3589,4795.4937,4758.8848,4728.1348,4689.6152,4652.9165,4609.1797,4576.1797,4554.7563,4532.7051,4503.8652,4484.6475,4457.0835,4437.5259,4414.8271,4401.3462,4387.4678,4375.1025,4361.6602,4366.6860,4365.7241,4368.1216,4369.2822,4381.2563,4394.7114,4408.3076,4417.5640,4428.6475,4443.1538,4456.7114,4457.6411,4464.7563,4489.0835,4517.1924,4509.7822,4499.5127,4496.7563,4496.6025,4494.4165,4500.0190,4494.0000,4501.3525,4496.8911,4499.9741,4498.3975,4511.8784,4496.1475,4501.1860,4497.8462,4487.8848,4476.7114,4465.2500,4438.1411,4428.0063,4409.8848,4385.8462,4359.5703,4322.2949,4284.3203,4251.0259,4216.3716,4190.0513,4154.4487,4124.5127,4094.2756,4063.6282,4036.4102,4011.8206,3993.1089,3966.7244,3914.7051,3868.3462,3843.0513,3786.8076,3726.1282,3661.4937,3583.2051,3513.4231,3433.6218,3360.0320,3302.8655,3236.6987,3178.4231,3137.7629,3097.7949,3072.2307,3044.2820,3030.6538,3021.3782,3020.2437,3007.9744,3001.6089,2992.6155,2994.9680,2983.2629,2987.0833,2984.7820,2989.9294,2988.7371,2991.0706,3005.4871,3009.1538,3014.8206,3019.3333,3017.8975,3030.1924,3041.4551,3056.0962,3064.9871,3076.2820,3089.4614,3093.5706,3101.3462,3116.9744,3118.8589,3111.4102,3113.2820,3119.8013,3116.1218,3123.6025,3122.3142,3123.2114,3115.1475,3120.2949,3128.6924,3133.9102,3123.2114,3131.0833,3134.8975,3144.0129,3150.1411,3164.4744,3172.5962,3178.9424,3183.0063,3191.4937,3189.1089,3201.0962,3198.6218,3203.8013,3206.2693,3215.1987,3203.5642,3207.8142,3209.1667,3199.7820,3188.4744,3186.9744,3174.3013,3154.5320,3136.7949,3129.4167,3121.8911,3108.8975,3093.6025,3081.5063,3059.0193,3019.6924,2988.0833,2961.6155,2916.7371,2871.5063,2834.1155,2782.3269,2732.9614,2717.5769
4005.0388,4541.3809,4921.0708,5137.7485,5256.0903,5318.7998,5366.4385,5378.8838,5389.2002,5392.8901,5384.1611,5379.3999,5375.6709,5366.2192,5376.0322,5366.0776,5370.4062,5368.3872,5374.0518,5379.1548,5385.1611,5389.7290,5401.9873,5401.8711,5411.9937,5414.6968,5429.5483,5435.2388,5442.5806,5443.4194,5457.7549,5465.0776,5473.2583,5474.8257,5475.7808,5484.3999,5494.7354,5496.8579,5502.6841,5502.8389,5506.9741,5515.0840,5511.6709,5510.8389,5516.6450,5515.4966,5513.2969,5514.6519,5512.8579,5510.6968,5506.8774,5503.4580,5497.0259,5491.6064,5483.2515,5470.6646,5453.8516,5433.2515,5401.0967,5363.8516,5329.0903,5294.9805,5250.4712,5203.0063,5160.0581,5133.3032,5096.2256,5066.5869,5043.5679,5022.8066,4994.8193,4972.2646,4940.5161,4918.3872,4900.1680,4889.4385,4880.1548,4875.6772,4877.5483,4882.5483,4886.7163,4893.8970,4912.1353,4926.2515,4937.3096,4955.6709,4959.7871,4970.4644,4975.3228,4988.9678,4993.1421,4993.3481,4992.1548,4999.8066,4994.5679,4997.5034,4995.2451,4998.4194,4995.7744,5004.1421,5001.7290,5005.1030,5001.9419,5005.0127,4998.4062,4996.6904,4988.5869,4984.7227,4963.4712,4953.6582,4930.9292,4911.1548,4878.8838,4853.7417,4820.6709,4784.5420,4753.8774,4716.9614,4679.1162,4639.7417,4597.4258,4566.9873,4531.8257,4514.7871,4464.3999,4446.2388,4416.6064,4390.5869,4347.5356,4300.0322,4245.9551,4173.4775,4095.2000,4020.8967,3916.4194,3830.0452,3741.2451,3663.3420,3596.1033,3529.2000,3465.3743,3416.5613,3373.3999,3350.5676,3308.7612,3298.7419,3276.1355,3264.7549,3269.1162,3256.1355,3244.9033,3239.4646,3234.1870,3239.5291,3242.8259,3253.3936,3258.1741,3269.3872,3273.7227,3290.3096,3292.3677,3302.1614,3311.8323,3332.6323,3341.3354,3357.2000,3364.7549,3376.6128,3390.8904,3395.2644,3400.7808,3414.2773,3411.8386,3415.9097,3422.0903,3422.3225,3423.1292,3431.1484,3428.6516,3432.8774,3437.5549,3446.5935,3437.3420,3435.1614,3435.0259,3444.8708,3446.2192,3447.8323,3453.4065,3467.2644,3473.6968,3493.5676,3504.5613,3518.6128,3520.3806,3527.4839,3535.5483,3539.3872,3549.6968,3558.9160,3557.8064,3551.2192,3550.6904,3550.0129,3533.1614,3520.4839,3515.5032,3497.9226,3482.6064,3470.5354,3455.5549,3437.1741,3420.6128,3404.9290,3371.9485,3338.9419,3304.4324,3263.3547,3218.7871,3182.0581,3130.3032,3038.1292,2985.9807,2983.2969
4118.6562,4672.6812,5050.9204,5273.1899,5401.4722,5459.5767,5506.1899,5521.8281,5537.5337,5531.1597,5535.6074,5530.1289,5526.4233,5514.5029,5517.8467,5515.3066,5515.5459,5511.7422,5522.5093,5520.9692,5525.5459,5528.7422,5537.8833,5542.9507,5548.7544,5568.3618,5578.4907,5588.6074,5597.4297,5604.0737,5621.1597,5622.9756,5635.1475,5648.1777,5649.1475,5655.6504,5661.6689,5663.0918,5672.8101,5674.7178,5678.8774,5678.6196,5679.8403,5673.1045,5675.0000,5674.7114,5664.8955,5666.6382,5666.9878,5663.3130,5659.6748,5657.9204,5653.0493,5644.8223,5636.7363,5626.2207,5603.1963,5579.8281,5547.6260,5516.2393,5479.2393,5442.7241,5398.1411,5352.6689,5311.1411,5278.7544,5245.9692,5221.4355,5191.4971,5169.5889,5145.6074,5122.9634,5097.2393,5077.2329,5060.9204,5052.6562,5035.2085,5032.0552,5028.3066,5036.8833,5045.8955,5060.8403,5072.3560,5086.7544,5091.3374,5106.4111,5117.7607,5133.3438,5139.7056,5147.6260,5155.1655,5154.0552,5151.7114,5159.4849,5154.3682,5161.1104,5160.4355,5164.1289,5161.9937,5162.5952,5165.3438,5169.0981,5165.6440,5172.2886,5164.6196,5173.6382,5159.3926,5149.4722,5132.2886,5121.1899,5099.2329,5080.3252,5056.8711,5030.0737,4987.5522,4963.7363,4918.5151,4878.1963,4841.0981,4807.6382,4765.3926,4734.9814,4703.8833,4668.7544,4640.3188,4617.6074,4584.3374,4570.1289,4532.1167,4480.5889,4427.5278,4370.6318,4286.0981,4203.8896,4124.8711,4037.9692,3945.6013,3861.4233,3786.3005,3732.3743,3675.1841,3618.7976,3574.4417,3543.7424,3518.8772,3500.5828,3491.0737,3483.3865,3464.6995,3462.6443,3448.5032,3446.0122,3430.2515,3439.2332,3440.9080,3446.3926,3453.8528,3458.0798,3464.2454,3472.5459,3480.4907,3494.3313,3501.7668,3517.0859,3529.1289,3543.7915,3552.2822,3561.2209,3575.5706,3587.4602,3593.1228,3595.0981,3593.9939,3604.8037,3606.5950,3608.8037,3614.4968,3619.3865,3615.1042,3620.6934,3615.8589,3623.9141,3614.6870,3622.7607,3616.7300,3621.8589,3623.1350,3630.7668,3633.2883,3640.7361,3646.8467,3660.0061,3661.9019,3673.7607,3685.7852,3696.3987,3701.2515,3708.0613,3708.6318,3714.1594,3721.0920,3720.2209,3711.2515,3715.6135,3704.1780,3692.1594,3675.5583,3659.6934,3645.3682,3634.3804,3621.9570,3615.3682,3598.4846,3570.7607,3542.0674,3509.6870,3464.3005,3411.5459,3372.8589,3315.1165,3250.4907,3198.8711,3127.2761,3106.2822
4391.3564,4995.5059,5372.0806,5623.2988,5760.7471,5837.3906,5889.9600,5897.7012,5917.7642,5914.3389,5925.6895,5913.6895,5907.9771,5901.7759,5905.2358,5901.6206,5902.4424,5903.2642,5910.9253,5911.5347,5914.6611,5906.9941,5926.2876,5936.7817,5945.0518,5954.1724,5973.5576,5978.2529,5992.9424,5996.2241,6010.4312,6016.0518,6026.2358,6027.3906,6035.5459,6040.3906,6046.7642,6042.8794,6033.5977,6034.9023,6039.8047,6046.5918,6043.3276,6044.2471,6047.4082,6048.6035,6048.7412,6046.0347,6043.1206,6043.0864,6045.0688,6040.3447,6030.5117,6023.9829,6014.9136,6003.7012,5982.2988,5959.6035,5934.4941,5897.0918,5856.2183,5820.4600,5780.3906,5743.6436,5707.2700,5670.7471,5635.9194,5608.5400,5581.6665,5559.9829,5531.4653,5513.1494,5491.9771,5474.7183,5456.2358,5446.5459,5440.1206,5442.9541,5443.4771,5454.9370,5464.3623,5477.1323,5491.5864,5501.5977,5507.8906,5513.8047,5526.9023,5536.7070,5540.4653,5550.5806,5552.0688,5557.5688,5564.1494,5560.2588,5559.1841,5563.6953,5562.4253,5565.9712,5562.2876,5564.9136,5565.7471,5570.8853,5564.2876,5567.9771,5567.6895,5562.2300,5553.5747,5546.8623,5532.7241,5518.8623,5492.1265,5478.5171,5449.1377,5420.1494,5384.8677,5355.3506,5314.7930,5272.9829,5230.4653,5194.5288,5154.3105,5125.6494,5084.4253,5051.7930,5015.8853,4993.5576,4958.2070,4931.0630,4892.0576,4848.6665,4783.6323,4714.6895,4627.0977,4542.4136,4439.5347,4339.7930,4241.8105,4145.9653,4060.6438,3992.4138,3925.6838,3882.6494,3846.3391,3814.7700,3790.9312,3770.9368,3759.2529,3753.7874,3744.5632,3739.0574,3716.7644,3723.3391,3715.3909,3710.4482,3714.7415,3716.4771,3726.7356,3736.9597,3744.7988,3750.2068,3759.2585,3777.9941,3786.0403,3804.5459,3813.5574,3833.1321,3847.3562,3859.3909,3866.4426,3884.6838,3899.2529,3895.8735,3892.9253,3899.4426,3906.2126,3904.8735,3905.8794,3905.8850,3903.0344,3911.1150,3908.4771,3908.0459,3912.0459,3912.2300,3911.0459,3927.0000,3934.0403,3937.8506,3941.1897,3959.1379,3974.4482,3993.5000,4005.5862,4018.7874,4028.6035,4037.5920,4050.3794,4054.7126,4056.2185,4059.4771,4065.5229,4069.0344,4063.2988,4048.1609,4030.0288,4017.9827,4000.2759,3975.5920,3948.2988,3936.2644,3920.0229,3901.0229,3890.1379,3877.6438,3848.9368,3817.9885,3764.4312,3709.0574,3668.0920,3619.0288,3555.7241,3493.2988,3380.6150,3322.9885
3944.1438,4587.8770,4970.7192,5218.4385,5356.5273,5435.1919,5482.7397,5500.6440,5524.5205,5527.5479,5528.1304,5529.5820,5527.3770,5521.0137,5520.8423,5512.1094,5527.2671,5525.6025,5527.9590,5539.3906,5547.8354,5544.3696,5558.5342,5561.1714,5568.6094,5587.8770,5592.7124,5609.6509,5629.2056,5643.8013,5652.5752,5659.5273,5658.3696,5651.5547,5645.7124,5653.9795,5663.0479,5663.7466,5669.6714,5675.2671,5677.0479,5679.1987,5683.6577,5684.2808,5686.1714,5689.4453,5690.2808,5690.0342,5690.4658,5687.7944,5683.6782,5686.1987,5684.5547,5677.8560,5670.6919,5658.3149,5643.7876,5619.9248,5592.2192,5579.5752,5554.4658,5523.1094,5491.7056,5453.3560,5405.0410,5361.9316,5336.5068,5311.8770,5287.8081,5266.2466,5241.7124,5225.4590,5208.9590,5190.6919,5171.4385,5154.9248,5149.5000,5150.6987,5149.2261,5152.2124,5159.3081,5168.6987,5182.9111,5193.7671,5208.4795,5219.1577,5231.2124,5242.6646,5247.3906,5260.3149,5263.9795,5272.8423,5269.0342,5289.5752,5303.8838,5278.1782,5287.3423,5290.5205,5285.1987,5291.2671,5296.9043,5297.2329,5293.8081,5293.0547,5285.3975,5290.1025,5279.3696,5278.0410,5264.5205,5241.0889,5230.4453,5209.6440,5179.6230,5160.1577,5134.3628,5093.1987,5061.1782,5023.9111,4982.8770,4947.3975,4913.9385,4878.5137,4840.4932,4812.3560,4772.6304,4724.8975,4685.9590,4676.6025,4636.7329,4593.7603,4534.0273,4467.6714,4379.7397,4296.7192,4192.7261,4109.0547,4009.5205,3918.9385,3856.0891,3777.7603,3725.0959,3670.9041,3626.1165,3596.1165,3566.4177,3559.6096,3543.4863,3535.8289,3519.0959,3510.7124,3508.0205,3497.5068,3478.9932,3478.5959,3473.9795,3484.8013,3494.4041,3517.1575,3517.1643,3531.2124,3537.4246,3552.6643,3558.9658,3578.3220,3592.2056,3603.8289,3625.9727,3638.8081,3644.1233,3652.9658,3655.6987,3674.3289,3672.7397,3669.5205,3672.6987,3676.3013,3662.0547,3658.3904,3664.8494,3674.1233,3687.4795,3695.5823,3690.3494,3689.8081,3686.2944,3699.1096,3701.2739,3714.0823,3722.3289,3735.3904,3744.5205,3758.3699,3768.1987,3774.1848,3773.9932,3773.7056,3776.9314,3783.7397,3795.0754,3795.5273,3800.0137,3806.3081,3803.6233,3795.6987,3782.5068,3773.5342,3756.2397,3734.3425,3718.1506,3699.4795,3679.5754,3656.9177,3626.5754,3603.7603,3579.0823,3542.8081,3496.4246,3450.8972,3403.1506,3344.8357,3270.4385,3207.3562,3134.7261,3104.1233
